Project,sha,class_,method,Found
achilles,3ef293744f913c1aa8cf59d2fdd78f46a5e2f79f,info.archinnov.achilles.it.TestDSLSimpleEntity,should_dsl_update_with_schema_name,1
achilles,3ef293744f913c1aa8cf59d2fdd78f46a5e2f79f,info.archinnov.achilles.it.TestEntityWithComplexCounter,should_dsl_update_codec_counter,1
achilles,3ef293744f913c1aa8cf59d2fdd78f46a5e2f79f,info.archinnov.achilles.it.TestEntityWithComplexTuple,should_insert,1
achilles,3ef293744f913c1aa8cf59d2fdd78f46a5e2f79f,info.archinnov.achilles.it.TestEntityWithCompositePartitionKey,should_insert,1
achilles,3ef293744f913c1aa8cf59d2fdd78f46a5e2f79f,info.archinnov.achilles.it.TestEntityWithCounterColumn,should_delete_by_id,1
achilles,3ef293744f913c1aa8cf59d2fdd78f46a5e2f79f,info.archinnov.achilles.it.TestEntityWithCounterColumn,should_delete_instance,1
achilles,3ef293744f913c1aa8cf59d2fdd78f46a5e2f79f,info.archinnov.achilles.it.TestEntityWithCounterColumn,should_dsl_delete,1
achilles,3ef293744f913c1aa8cf59d2fdd78f46a5e2f79f,info.archinnov.achilles.it.TestEntityWithCounterColumn,should_dsl_update,1
achilles,3ef293744f913c1aa8cf59d2fdd78f46a5e2f79f,info.archinnov.achilles.it.TestEntityWithStaticColumn,should_dsl_delete_static,1
achilles,3ef293744f913c1aa8cf59d2fdd78f46a5e2f79f,info.archinnov.achilles.it.TestEntityWithStaticColumn,should_dsl_update_static,1
achilles,3ef293744f913c1aa8cf59d2fdd78f46a5e2f79f,info.archinnov.achilles.it.TestEntityWithStaticColumn,should_insert,1
achilles,3ef293744f913c1aa8cf59d2fdd78f46a5e2f79f,info.archinnov.achilles.it.TestEntityWithStaticColumn,should_insert_static,1
achilles,3ef293744f913c1aa8cf59d2fdd78f46a5e2f79f,info.archinnov.achilles.it.TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,1
achilles,3ef293744f913c1aa8cf59d2fdd78f46a5e2f79f,info.archinnov.achilles.it.TestEntityWithStaticColumn,should_update,1
achilles,3ef293744f913c1aa8cf59d2fdd78f46a5e2f79f,info.archinnov.achilles.it.TestEntityWithStaticColumn,should_update_static,1
achilles,3ef293744f913c1aa8cf59d2fdd78f46a5e2f79f,info.archinnov.achilles.it.TestInterceptorsSimpleEntity,should_trigger_for_insert,1
achilles,3ef293744f913c1aa8cf59d2fdd78f46a5e2f79f,info.archinnov.achilles.it.TestInterceptorsSimpleEntity,should_trigger_for_update,1
achilles,3ef293744f913c1aa8cf59d2fdd78f46a5e2f79f,info.archinnov.achilles.it.TestTypedQueries,should_perform_bound_statement_typed_query,1
achilles,3ef293744f913c1aa8cf59d2fdd78f46a5e2f79f,info.archinnov.achilles.it.TestTypedQueries,should_perform_prepared_typed_query,1
achilles,3ef293744f913c1aa8cf59d2fdd78f46a5e2f79f,info.archinnov.achilles.it.bugs.TestDSLUpdateWithTTLAndTimestamp,should_dsl_update_with_ttl,1
achilles,40e89023ef959d71ac5c9f35c912158b0936140e,info.archinnov.achilles.it.TestAsyncCRUDSimpleEntity,should_insert_async,1
achilles,4466d8d396438b08b3291346a0db2554623db367,info.archinnov.achilles.it.TestAsyncCRUDSimpleEntity,should_delete_instance_async,1
achilles,4466d8d396438b08b3291346a0db2554623db367,info.archinnov.achilles.it.TestAsyncCRUDSimpleEntity,should_insert_async,1
achilles,4466d8d396438b08b3291346a0db2554623db367,info.archinnov.achilles.it.TestCRUDSimpleEntity,should_delete_by_id,1
achilles,4466d8d396438b08b3291346a0db2554623db367,info.archinnov.achilles.it.TestCRUDSimpleEntity,should_delete_by_partition,1
achilles,4466d8d396438b08b3291346a0db2554623db367,info.archinnov.achilles.it.TestCRUDSimpleEntity,should_delete_with_equal_condition,1
achilles,4466d8d396438b08b3291346a0db2554623db367,info.archinnov.achilles.it.TestCRUDSimpleEntity,should_delete_with_inequal_condition,1
achilles,4466d8d396438b08b3291346a0db2554623db367,info.archinnov.achilles.it.TestCRUDSimpleEntity,should_delete_with_not_equal_condition,1
achilles,4466d8d396438b08b3291346a0db2554623db367,info.archinnov.achilles.it.TestCRUDSimpleEntity,should_delete_with_schema_name_provider,1
achilles,4466d8d396438b08b3291346a0db2554623db367,info.archinnov.achilles.it.TestCRUDSimpleEntity,should_insert,1
achilles,4466d8d396438b08b3291346a0db2554623db367,info.archinnov.achilles.it.TestCRUDSimpleEntity,should_insert_with_downgrading_consistency,1
achilles,4466d8d396438b08b3291346a0db2554623db367,info.archinnov.achilles.it.TestCRUDSimpleEntity,should_insert_with_insert_strategy_non_null_fields,1
achilles,4466d8d396438b08b3291346a0db2554623db367,info.archinnov.achilles.it.TestCRUDSimpleEntity,should_insert_with_schema_name_provider,1
achilles,4466d8d396438b08b3291346a0db2554623db367,info.archinnov.achilles.it.TestCRUDSimpleEntity,should_insert_with_timestamp,1
achilles,4466d8d396438b08b3291346a0db2554623db367,info.archinnov.achilles.it.TestCRUDSimpleEntity,should_insert_with_ttl,1
achilles,4466d8d396438b08b3291346a0db2554623db367,info.archinnov.achilles.it.TestDSLSimpleEntity,should_dsl_delete,1
achilles,4466d8d396438b08b3291346a0db2554623db367,info.archinnov.achilles.it.TestDSLSimpleEntity,should_dsl_delete_with_options,1
achilles,4466d8d396438b08b3291346a0db2554623db367,info.archinnov.achilles.it.TestDSLSimpleEntity,should_dsl_delete_with_schema_name,1
achilles,4466d8d396438b08b3291346a0db2554623db367,info.archinnov.achilles.it.TestDSLSimpleEntity,should_dsl_update_list_append,1
achilles,4466d8d396438b08b3291346a0db2554623db367,info.archinnov.achilles.it.TestDSLSimpleEntity,should_dsl_update_list_appendAll,1
achilles,4466d8d396438b08b3291346a0db2554623db367,info.archinnov.achilles.it.TestDSLSimpleEntity,should_dsl_update_list_prepend,1
achilles,4466d8d396438b08b3291346a0db2554623db367,info.archinnov.achilles.it.TestDSLSimpleEntity,should_dsl_update_list_prependAll,1
achilles,4466d8d396438b08b3291346a0db2554623db367,info.archinnov.achilles.it.TestDSLSimpleEntity,should_dsl_update_list_removeAll,1
achilles,4466d8d396438b08b3291346a0db2554623db367,info.archinnov.achilles.it.TestDSLSimpleEntity,should_dsl_update_list_remove_single,1
achilles,4466d8d396438b08b3291346a0db2554623db367,info.archinnov.achilles.it.TestDSLSimpleEntity,should_dsl_update_list_set,1
achilles,4466d8d396438b08b3291346a0db2554623db367,info.archinnov.achilles.it.TestDSLSimpleEntity,should_dsl_update_list_setAtIndex,1
achilles,4466d8d396438b08b3291346a0db2554623db367,info.archinnov.achilles.it.TestDSLSimpleEntity,should_dsl_update_map_addAll,1
achilles,4466d8d396438b08b3291346a0db2554623db367,info.archinnov.achilles.it.TestDSLSimpleEntity,should_dsl_update_map_put,1
achilles,4466d8d396438b08b3291346a0db2554623db367,info.archinnov.achilles.it.TestDSLSimpleEntity,should_dsl_update_map_removeByKey,1
achilles,4466d8d396438b08b3291346a0db2554623db367,info.archinnov.achilles.it.TestDSLSimpleEntity,should_dsl_update_map_set,1
achilles,4466d8d396438b08b3291346a0db2554623db367,info.archinnov.achilles.it.TestDSLSimpleEntity,should_dsl_update_set_add,1
achilles,4466d8d396438b08b3291346a0db2554623db367,info.archinnov.achilles.it.TestDSLSimpleEntity,should_dsl_update_set_addAll,1
achilles,4466d8d396438b08b3291346a0db2554623db367,info.archinnov.achilles.it.TestDSLSimpleEntity,should_dsl_update_set_remove,1
achilles,4466d8d396438b08b3291346a0db2554623db367,info.archinnov.achilles.it.TestDSLSimpleEntity,should_dsl_update_set_removeAll,1
achilles,4466d8d396438b08b3291346a0db2554623db367,info.archinnov.achilles.it.TestDSLSimpleEntity,should_dsl_update_set_setValue,1
achilles,4466d8d396438b08b3291346a0db2554623db367,info.archinnov.achilles.it.TestDSLSimpleEntity,should_dsl_update_value_if_equal,1
achilles,4466d8d396438b08b3291346a0db2554623db367,info.archinnov.achilles.it.TestDSLSimpleEntity,should_dsl_update_value_if_exists,1
achilles,4466d8d396438b08b3291346a0db2554623db367,info.archinnov.achilles.it.TestDSLSimpleEntity,should_dsl_update_with_options,1
achilles,4466d8d396438b08b3291346a0db2554623db367,info.archinnov.achilles.it.TestDSLSimpleEntity,should_dsl_update_with_schema_name,1
achilles,4466d8d396438b08b3291346a0db2554623db367,info.archinnov.achilles.it.TestEntityWithComplexCounter,should_dsl_update_codec_counter,1
achilles,4466d8d396438b08b3291346a0db2554623db367,info.archinnov.achilles.it.TestEntityWithComplexTuple,should_insert,1
achilles,4466d8d396438b08b3291346a0db2554623db367,info.archinnov.achilles.it.TestEntityWithStaticColumn,should_dsl_delete_static,1
achilles,4466d8d396438b08b3291346a0db2554623db367,info.archinnov.achilles.it.TestEntityWithStaticColumn,should_dsl_update_static,1
