Project,sha,class_,method
spring-boot,6df001d30f6a53436872d8a583a26fe322d74b43,org.springframework.boot.cli.util.ResourceUtilsTests,recursiveFiles
spring-boot,6df001d30f6a53436872d8a583a26fe322d74b43,org.springframework.boot.cli.util.ResourceUtilsTests,recursiveFilesByPattern
spring-boot,6df001d30f6a53436872d8a583a26fe322d74b43,org.springframework.boot.cli.util.ResourceUtilsTests,recursiveFilesByPatternWithPrefix
spring-boot,7e5bb9697c0c0b64e05e6d77810c74477873c903,org.springframework.boot.cli.SampleIntegrationTests,appSample
spring-boot,7e5bb9697c0c0b64e05e6d77810c74477873c903,org.springframework.boot.cli.SampleIntegrationTests,caching
spring-boot,7e5bb9697c0c0b64e05e6d77810c74477873c903,org.springframework.boot.cli.SampleIntegrationTests,integrationSample
spring-boot,7e5bb9697c0c0b64e05e6d77810c74477873c903,org.springframework.boot.cli.SampleIntegrationTests,jmsSample
spring-boot,7e5bb9697c0c0b64e05e6d77810c74477873c903,org.springframework.boot.cli.SampleIntegrationTests,jobSample
spring-boot,7e5bb9697c0c0b64e05e6d77810c74477873c903,org.springframework.boot.cli.SampleIntegrationTests,reactorSample
spring-boot,7e5bb9697c0c0b64e05e6d77810c74477873c903,org.springframework.boot.cli.SampleIntegrationTests,txSample
spring-boot,8023ddd0c272d62c2cebc94e39a8e19940736ce4,org.springframework.boot.cli.ReproIntegrationTests,jarFileExtensionNeeded
spring-boot,884c058e573ff3bf3824aea414f56485d514d00d,org.springframework.boot.cli.compiler.grape.AetherGrapeEngineTests,dependencyResolution
spring-boot,884c058e573ff3bf3824aea414f56485d514d00d,org.springframework.boot.cli.compiler.grape.AetherGrapeEngineTests,dependencyResolutionWithCustomClassLoader
spring-boot,884c058e573ff3bf3824aea414f56485d514d00d,org.springframework.boot.cli.compiler.grape.AetherGrapeEngineTests,dependencyResolutionWithExclusions
spring-boot,91fb4f22bdef6324110fcfc57bbecdf1f3e149b0,org.springframework.boot.cli.TestCommandIntegrationTests,appAndTestsInOneFile
spring-boot,91fb4f22bdef6324110fcfc57bbecdf1f3e149b0,org.springframework.boot.cli.TestCommandIntegrationTests,appInOneFileTestsInAnotherFile
