Project,sha,class_,method
hadoop,6cd5a1b0f78a8245783600ab3257e5f2e2c08496,org.apache.hadoop.hdfs.TestLargeBlock,testLargeBlockSize
hadoop,6cd5a1b0f78a8245783600ab3257e5f2e2c08496,org.apache.hadoop.hdfs.security.token.block.TestBlockToken,testBlockTokenRpc
hadoop,6cd5a1b0f78a8245783600ab3257e5f2e2c08496,org.apache.hadoop.security.TestDoAsEffectiveUser,testRealUserAuthorizationSuccess
hadoop,6e0991704ffda5cf4cff758f0e7086523fa7bcb4,org.apache.hadoop.hdfs.TestBalancerBandwidth,testBalancerBandwidth
hadoop,6e0991704ffda5cf4cff758f0e7086523fa7bcb4,org.apache.hadoop.hdfs.TestPipelines,pipeline_01
hadoop,6e0991704ffda5cf4cff758f0e7086523fa7bcb4,org.apache.hadoop.hdfs.server.blockmanagement.TestBlocksWithNotEnoughRacks,testCorruptBlockRereplicatedAcrossRacks
hadoop,6e0991704ffda5cf4cff758f0e7086523fa7bcb4,org.apache.hadoop.hdfs.server.namenode.TestListCorruptFileBlocks,testListCorruptFileBlocksInSafeMode
hadoop,6e0991704ffda5cf4cff758f0e7086523fa7bcb4,org.apache.hadoop.security.TestDoAsEffectiveUser,testRealUserAuthorizationSuccess
hadoop,6e0991704ffda5cf4cff758f0e7086523fa7bcb4,org.apache.hadoop.security.TestDoAsEffectiveUser,testRealUserSetup
hadoop,6ff600d9e3496008d81361c17ea427a8675cd0d4,org.apache.hadoop.ha.TestZKFailoverController,testOneOfEverything
hadoop,6ff600d9e3496008d81361c17ea427a8675cd0d4,org.apache.hadoop.hdfs.server.namenode.TestSnapshotPathINodes,testAllowSnapshot
hadoop,6ff600d9e3496008d81361c17ea427a8675cd0d4,org.apache.hadoop.hdfs.web.TestWebHdfsTimeouts,testAuthUrlConnectTimeout
hadoop,6ff600d9e3496008d81361c17ea427a8675cd0d4,org.apache.hadoop.hdfs.web.TestWebHdfsTimeouts,testAuthUrlReadTimeout
hadoop,6ff600d9e3496008d81361c17ea427a8675cd0d4,org.apache.hadoop.hdfs.web.TestWebHdfsTimeouts,testConnectTimeout
hadoop,6ff600d9e3496008d81361c17ea427a8675cd0d4,org.apache.hadoop.hdfs.web.TestWebHdfsTimeouts,testReadTimeout
hadoop,6ff600d9e3496008d81361c17ea427a8675cd0d4,org.apache.hadoop.hdfs.web.TestWebHdfsTimeouts,testRedirectConnectTimeout
hadoop,6ff600d9e3496008d81361c17ea427a8675cd0d4,org.apache.hadoop.hdfs.web.TestWebHdfsTimeouts,testRedirectReadTimeout
hadoop,6ff600d9e3496008d81361c17ea427a8675cd0d4,org.apache.hadoop.hdfs.web.TestWebHdfsTimeouts,testTwoStepWriteConnectTimeout
hadoop,6ff600d9e3496008d81361c17ea427a8675cd0d4,org.apache.hadoop.hdfs.web.TestWebHdfsTimeouts,testTwoStepWriteReadTimeout
hadoop,703838c59841952757d941df4414aa77d57fe492,org.apache.hadoop.hdfs.TestFileAppend4,testRecoverFinalizedBlock
hadoop,703838c59841952757d941df4414aa77d57fe492,org.apache.hadoop.metrics2.impl.TestMetricsSystemImpl,testInitFirstVerifyStopInvokedImmediately
hadoop,724f21734316343873386a14059a347067d65a10,org.apache.hadoop.hdfs.TestFileCreation,testConcurrentFileCreation
hadoop,724f21734316343873386a14059a347067d65a10,org.apache.hadoop.hdfs.TestFileCreation,testDFSClientDeath
hadoop,724f21734316343873386a14059a347067d65a10,org.apache.hadoop.hdfs.TestFileCreation,testDeleteOnExit
hadoop,724f21734316343873386a14059a347067d65a10,org.apache.hadoop.hdfs.TestFileCreation,testFileCreation
hadoop,724f21734316343873386a14059a347067d65a10,org.apache.hadoop.hdfs.TestFileCreation,testFileCreationError1
hadoop,724f21734316343873386a14059a347067d65a10,org.apache.hadoop.hdfs.TestFileCreation,testFileCreationError2
hadoop,724f21734316343873386a14059a347067d65a10,org.apache.hadoop.hdfs.TestFileCreation,testFileCreationError3
hadoop,724f21734316343873386a14059a347067d65a10,org.apache.hadoop.hdfs.TestFileCreation,testFileCreationNonRecursive
hadoop,724f21734316343873386a14059a347067d65a10,org.apache.hadoop.hdfs.TestFileCreation,testFileCreationSimulated
hadoop,724f21734316343873386a14059a347067d65a10,org.apache.hadoop.hdfs.TestFileCreation,testFileCreationSyncOnClose
hadoop,724f21734316343873386a14059a347067d65a10,org.apache.hadoop.hdfs.TestFileCreation,testFsClose
hadoop,724f21734316343873386a14059a347067d65a10,org.apache.hadoop.hdfs.TestFileCreation,testFsCloseAfterClusterShutdown
hadoop,724f21734316343873386a14059a347067d65a10,org.apache.hadoop.hdfs.TestFileCreation,testLeaseExpireHardLimit
hadoop,724f21734316343873386a14059a347067d65a10,org.apache.hadoop.hdfs.TestFileCreation,testServerDefaults
hadoop,724f21734316343873386a14059a347067d65a10,org.apache.hadoop.hdfs.TestParallelRead,testParallelRead
hadoop,724f21734316343873386a14059a347067d65a10,org.apache.hadoop.hdfs.security.token.block.TestBlockToken,testBlockTokenRpc
hadoop,724f21734316343873386a14059a347067d65a10,org.apache.hadoop.hdfs.security.token.block.TestBlockToken,testBlockTokenRpcLeak
hadoop,724f21734316343873386a14059a347067d65a10,org.apache.hadoop.io.retry.TestFailoverProxy,testConcurrentMethodFailures
hadoop,739acd6e145aadec5ac9ab42ff182c9c013707de,org.apache.hadoop.hdfs.tools.TestGetGroups,testExistingInterleavedWithNonExistentUsers
hadoop,739acd6e145aadec5ac9ab42ff182c9c013707de,org.apache.hadoop.hdfs.tools.TestGetGroups,testExistingUser
hadoop,739acd6e145aadec5ac9ab42ff182c9c013707de,org.apache.hadoop.hdfs.tools.TestGetGroups,testMultipleExistingUsers
hadoop,739acd6e145aadec5ac9ab42ff182c9c013707de,org.apache.hadoop.hdfs.tools.TestGetGroups,testMultipleNonExistingUsers
hadoop,739acd6e145aadec5ac9ab42ff182c9c013707de,org.apache.hadoop.hdfs.tools.TestGetGroups,testNoUserGiven
hadoop,739acd6e145aadec5ac9ab42ff182c9c013707de,org.apache.hadoop.hdfs.tools.TestGetGroups,testNonExistentUser
hadoop,739acd6e145aadec5ac9ab42ff182c9c013707de,org.apache.hadoop.hdfs.tools.offlineImageViewer.TestOfflineImageViewer,testOIV
hadoop,74748ec62570f92d57dbad3ba4cca47402990db5,org.apache.hadoop.hdfs.TestBalancerBandwidth,testBalancerBandwidth
hadoop,74748ec62570f92d57dbad3ba4cca47402990db5,org.apache.hadoop.hdfs.TestDistributedFileSystem,testDFSClient
hadoop,74748ec62570f92d57dbad3ba4cca47402990db5,org.apache.hadoop.hdfs.TestDistributedFileSystem,testFileSystemCloseAll
hadoop,74748ec62570f92d57dbad3ba4cca47402990db5,org.apache.hadoop.hdfs.TestDistributedFileSystem,testStatistics
hadoop,74748ec62570f92d57dbad3ba4cca47402990db5,org.apache.hadoop.hdfs.TestFileCreationClient,testClientTriggeredLeaseRecovery
hadoop,74748ec62570f92d57dbad3ba4cca47402990db5,org.apache.hadoop.io.retry.TestFailoverProxy,testConcurrentMethodFailures
hadoop,74748ec62570f92d57dbad3ba4cca47402990db5,org.apache.hadoop.util.TestShell,testShellCommandTimerLeak
hadoop,753c14cf4ef119086d88ebf35d683ed5d4fa065f,org.apache.hadoop.hdfs.tools.TestGetGroups,testExistingInterleavedWithNonExistentUsers
hadoop,753c14cf4ef119086d88ebf35d683ed5d4fa065f,org.apache.hadoop.hdfs.tools.TestGetGroups,testExistingUser
hadoop,753c14cf4ef119086d88ebf35d683ed5d4fa065f,org.apache.hadoop.hdfs.tools.TestGetGroups,testMultipleExistingUsers
hadoop,753c14cf4ef119086d88ebf35d683ed5d4fa065f,org.apache.hadoop.hdfs.tools.TestGetGroups,testMultipleNonExistingUsers
hadoop,753c14cf4ef119086d88ebf35d683ed5d4fa065f,org.apache.hadoop.hdfs.tools.TestGetGroups,testNoUserGiven
hadoop,753c14cf4ef119086d88ebf35d683ed5d4fa065f,org.apache.hadoop.hdfs.tools.TestGetGroups,testNonExistentUser
hadoop,753c14cf4ef119086d88ebf35d683ed5d4fa065f,org.apache.hadoop.hdfs.tools.offlineImageViewer.TestOfflineImageViewer,testOIV
hadoop,753c14cf4ef119086d88ebf35d683ed5d4fa065f,org.apache.hadoop.hdfs.web.TestWebHdfsFileSystemContract,testRenameDirectoryAsExistingFile
hadoop,753c14cf4ef119086d88ebf35d683ed5d4fa065f,org.apache.hadoop.io.TestWritableName,testAddName
hadoop,758194382c4ed50577ed31801c99d717edbf079e,org.apache.hadoop.hdfs.TestAbandonBlock,testAbandonBlock
hadoop,758194382c4ed50577ed31801c99d717edbf079e,org.apache.hadoop.hdfs.TestAbandonBlock,testQuotaUpdatedWhenBlockAbandoned
hadoop,758194382c4ed50577ed31801c99d717edbf079e,org.apache.hadoop.hdfs.TestBlocksScheduledCounter,testBlocksScheduledCounter
hadoop,758194382c4ed50577ed31801c99d717edbf079e,org.apache.hadoop.hdfs.security.token.block.TestBlockToken,testBlockTokenRpc
hadoop,758194382c4ed50577ed31801c99d717edbf079e,org.apache.hadoop.hdfs.security.token.block.TestBlockToken,testBlockTokenRpcLeak
hadoop,78336e717be194683f863ca15a12cde90b9e936d,org.apache.hadoop.hdfs.TestDFSPermission,testImmutableFsPermission
hadoop,78336e717be194683f863ca15a12cde90b9e936d,org.apache.hadoop.hdfs.TestDFSPermission,testOwnership
hadoop,78336e717be194683f863ca15a12cde90b9e936d,org.apache.hadoop.hdfs.TestDFSPermission,testPermissionChecking
hadoop,78336e717be194683f863ca15a12cde90b9e936d,org.apache.hadoop.hdfs.TestDFSPermission,testPermissionSetting
hadoop,78336e717be194683f863ca15a12cde90b9e936d,org.apache.hadoop.hdfs.TestSetrepDecreasing,testSetrepDecreasing
hadoop,78336e717be194683f863ca15a12cde90b9e936d,org.apache.hadoop.hdfs.security.token.block.TestBlockToken,testBlockTokenRpc
hadoop,78336e717be194683f863ca15a12cde90b9e936d,org.apache.hadoop.io.TestWritableName,testAddName
hadoop,79a11ce09df3662b3ce83db684a6761f4f1638a4,org.apache.hadoop.hdfs.server.namenode.TestSnapshotPathINodes,testAllowSnapshot
hadoop,79a11ce09df3662b3ce83db684a6761f4f1638a4,org.apache.hadoop.hdfs.util.TestDirectBufferPool,testWeakRefClearing
hadoop,79a11ce09df3662b3ce83db684a6761f4f1638a4,org.apache.hadoop.mapreduce.v2.app.TestJobEndNotifier,testNotifyRetries
hadoop,79a11ce09df3662b3ce83db684a6761f4f1638a4,org.apache.hadoop.mapreduce.v2.app.job.impl.TestJobImpl,testFailAbortDoesntHang
hadoop,79a11ce09df3662b3ce83db684a6761f4f1638a4,org.apache.hadoop.metrics2.impl.TestMetricsSystemImpl,testInitFirstVerifyStopInvokedImmediately
hadoop,79a11ce09df3662b3ce83db684a6761f4f1638a4,org.apache.hadoop.yarn.server.nodemanager.containermanager.localizer.TestLocalResourcesTrackerImpl,testLocalResourceCache
hadoop,7a2744c45864e63ab80e8c2b89bfb0c60197ebe7,org.apache.hadoop.hdfs.TestLocalDFS,testWorkingDirectory
hadoop,7a2744c45864e63ab80e8c2b89bfb0c60197ebe7,org.apache.hadoop.hdfs.TestMissingBlocksAlert,testMissingBlocksAlert
hadoop,7a2744c45864e63ab80e8c2b89bfb0c60197ebe7,org.apache.hadoop.hdfs.server.namenode.TestStartup,testNNRestart
hadoop,7a2744c45864e63ab80e8c2b89bfb0c60197ebe7,org.apache.hadoop.hdfs.server.namenode.metrics.TestNameNodeMetrics,testCorruptBlock
hadoop,7a2744c45864e63ab80e8c2b89bfb0c60197ebe7,org.apache.hadoop.hdfs.tools.offlineImageViewer.TestOfflineImageViewer,testOIV
hadoop,7a2744c45864e63ab80e8c2b89bfb0c60197ebe7,org.apache.hadoop.security.TestDoAsEffectiveUser,testRealUserGroupAuthorizationFailure
hadoop,7a2744c45864e63ab80e8c2b89bfb0c60197ebe7,org.apache.hadoop.security.TestDoAsEffectiveUser,testRealUserGroupNotSpecified
hadoop,7a2744c45864e63ab80e8c2b89bfb0c60197ebe7,org.apache.hadoop.security.TestDoAsEffectiveUser,testRealUserIPNotSpecified
hadoop,7c48130d41a4671dc06a558d82765d0459ad55bf,org.apache.hadoop.hdfs.TestDistributedFileSystem,testStatistics
hadoop,7c48130d41a4671dc06a558d82765d0459ad55bf,org.apache.hadoop.hdfs.TestFileStatus,testGetFileInfo
hadoop,7c48130d41a4671dc06a558d82765d0459ad55bf,org.apache.hadoop.hdfs.TestHFlush,hFlush_01
hadoop,7c48130d41a4671dc06a558d82765d0459ad55bf,org.apache.hadoop.hdfs.TestHFlush,hFlush_02
hadoop,7c48130d41a4671dc06a558d82765d0459ad55bf,org.apache.hadoop.hdfs.TestHFlush,hFlush_03
hadoop,7c48130d41a4671dc06a558d82765d0459ad55bf,org.apache.hadoop.hdfs.TestHFlush,testHFlushInterrupted
hadoop,7c48130d41a4671dc06a558d82765d0459ad55bf,org.apache.hadoop.hdfs.TestHFlush,testPipelineHeartbeat
hadoop,7c48130d41a4671dc06a558d82765d0459ad55bf,org.apache.hadoop.io.TestWritableName,testAddName
hadoop,7ca7fdadc491290abb0949dbb56cba8e66de9862,org.apache.hadoop.cli.TestHDFSCLI,testAll
hadoop,7ca7fdadc491290abb0949dbb56cba8e66de9862,org.apache.hadoop.hdfs.TestDistributedFileSystem,testDFSClose
hadoop,7ca7fdadc491290abb0949dbb56cba8e66de9862,org.apache.hadoop.hdfs.TestDistributedFileSystem,testDFSSeekExceptions
hadoop,7ca7fdadc491290abb0949dbb56cba8e66de9862,org.apache.hadoop.hdfs.TestDistributedFileSystem,testFileChecksum
hadoop,7ca7fdadc491290abb0949dbb56cba8e66de9862,org.apache.hadoop.hdfs.TestHFlush,hFlush_01
hadoop,7ca7fdadc491290abb0949dbb56cba8e66de9862,org.apache.hadoop.hdfs.TestHFlush,hFlush_02
hadoop,7ca7fdadc491290abb0949dbb56cba8e66de9862,org.apache.hadoop.hdfs.TestHFlush,hFlush_03
hadoop,7ca7fdadc491290abb0949dbb56cba8e66de9862,org.apache.hadoop.hdfs.TestHFlush,testHFlushInterrupted
hadoop,7ca7fdadc491290abb0949dbb56cba8e66de9862,org.apache.hadoop.hdfs.TestHFlush,testPipelineHeartbeat
hadoop,7ca7fdadc491290abb0949dbb56cba8e66de9862,org.apache.hadoop.hdfs.server.namenode.TestValidateConfigurationSettings,testThatMatchingRPCandHttpPortsThrowException
hadoop,7ca7fdadc491290abb0949dbb56cba8e66de9862,org.apache.hadoop.security.TestDoAsEffectiveUser,testRealUserAuthorizationSuccess
hadoop,7ce1c4ab352bca4b59ecbafdf237e5817cf833e5,org.apache.hadoop.hdfs.TestDistributedFileSystem,testDFSSeekExceptions
hadoop,7ce1c4ab352bca4b59ecbafdf237e5817cf833e5,org.apache.hadoop.hdfs.TestHFlush,testHFlushInterrupted
hadoop,7ce1c4ab352bca4b59ecbafdf237e5817cf833e5,org.apache.hadoop.hdfs.TestLease,testLease
hadoop,7ce1c4ab352bca4b59ecbafdf237e5817cf833e5,org.apache.hadoop.hdfs.TestMissingBlocksAlert,testMissingBlocksAlert
hadoop,7ce1c4ab352bca4b59ecbafdf237e5817cf833e5,org.apache.hadoop.hdfs.TestSetTimes,testTimes
hadoop,7ce1c4ab352bca4b59ecbafdf237e5817cf833e5,org.apache.hadoop.hdfs.TestSetTimes,testTimesAtClose
hadoop,7ce1c4ab352bca4b59ecbafdf237e5817cf833e5,org.apache.hadoop.hdfs.server.namenode.TestValidateConfigurationSettings,testThatMatchingRPCandHttpPortsThrowException
hadoop,7ce1c4ab352bca4b59ecbafdf237e5817cf833e5,org.apache.hadoop.hdfs.server.namenode.metrics.TestNameNodeMetrics,testCorruptBlock
hadoop,7ce1c4ab352bca4b59ecbafdf237e5817cf833e5,org.apache.hadoop.util.TestShell,testShellCommandTimerLeak
hadoop,7dcef364a99d0b276db98610270d53a8a73e62c4,org.apache.hadoop.hdfs.server.namenode.TestValidateConfigurationSettings,testThatMatchingRPCandHttpPortsThrowException
hadoop,7dd869c2a98998aea457e522ad4b7c5403312482,org.apache.hadoop.hdfs.TestConnCache,testReadFromOneDN
hadoop,7dd869c2a98998aea457e522ad4b7c5403312482,org.apache.hadoop.hdfs.TestDistributedFileSystem,testDFSClient
hadoop,7dd869c2a98998aea457e522ad4b7c5403312482,org.apache.hadoop.hdfs.TestDistributedFileSystem,testFileChecksum
hadoop,7dd869c2a98998aea457e522ad4b7c5403312482,org.apache.hadoop.hdfs.TestDistributedFileSystem,testStatistics
hadoop,7dd869c2a98998aea457e522ad4b7c5403312482,org.apache.hadoop.hdfs.TestHFlush,testHFlushInterrupted
hadoop,7dd869c2a98998aea457e522ad4b7c5403312482,org.apache.hadoop.hdfs.TestSetrepIncreasing,testSetrepIncreasing
hadoop,7dd869c2a98998aea457e522ad4b7c5403312482,org.apache.hadoop.hdfs.TestSetrepIncreasing,testSetrepIncreasingSimulatedStorage
hadoop,7dd869c2a98998aea457e522ad4b7c5403312482,org.apache.hadoop.hdfs.server.namenode.TestValidateConfigurationSettings,testThatMatchingRPCandHttpPortsThrowException
hadoop,7dd869c2a98998aea457e522ad4b7c5403312482,org.apache.hadoop.security.TestDoAsEffectiveUser,testRealUserAuthorizationSuccess
hadoop,7dd869c2a98998aea457e522ad4b7c5403312482,org.apache.hadoop.security.TestDoAsEffectiveUser,testRealUserSetup
hadoop,7dd869c2a98998aea457e522ad4b7c5403312482,org.apache.hadoop.util.TestShell,testShellCommandTimerLeak
hadoop,80c5bffc4b6bd2aa54ed8d49a32fd2c2cb77bfcc,org.apache.hadoop.hdfs.web.TestWebHdfsUrl,testSecureAuthParamsInUrl
hadoop,80c5bffc4b6bd2aa54ed8d49a32fd2c2cb77bfcc,org.apache.hadoop.mapreduce.v2.app.TestJobEndNotifier,testNotifyRetries
hadoop,80c5bffc4b6bd2aa54ed8d49a32fd2c2cb77bfcc,org.apache.hadoop.util.TestShell,testShellCommandTimerLeak
hadoop,82f4348f27a7b6bb74edb583fc17fef9f4f3b082,org.apache.hadoop.mapred.TestJobClient,testIsJobDirValid
hadoop,82f4348f27a7b6bb74edb583fc17fef9f4f3b082,org.apache.hadoop.mapreduce.v2.app.TestKill,testKillJob
hadoop,82f4348f27a7b6bb74edb583fc17fef9f4f3b082,org.apache.hadoop.mapreduce.v2.app.commit.TestCommitterEventHandler,testBasic
hadoop,82f4348f27a7b6bb74edb583fc17fef9f4f3b082,org.apache.hadoop.metrics2.impl.TestMetricsSystemImpl,testInitFirstVerifyStopInvokedImmediately
hadoop,8335995630e2c4288795fa0dfa9b670090a6790b,org.apache.hadoop.hdfs.TestDFSPermission,testImmutableFsPermission
hadoop,8335995630e2c4288795fa0dfa9b670090a6790b,org.apache.hadoop.hdfs.TestDFSPermission,testOwnership
hadoop,8335995630e2c4288795fa0dfa9b670090a6790b,org.apache.hadoop.hdfs.TestDFSPermission,testPermissionChecking
hadoop,8335995630e2c4288795fa0dfa9b670090a6790b,org.apache.hadoop.hdfs.TestDFSPermission,testPermissionSetting
hadoop,8335995630e2c4288795fa0dfa9b670090a6790b,org.apache.hadoop.security.TestDoAsEffectiveUser,testRealUserAuthorizationSuccess
hadoop,8335995630e2c4288795fa0dfa9b670090a6790b,org.apache.hadoop.security.TestDoAsEffectiveUser,testRealUserSetup
hadoop,8534e70044ebd35c80a2bdff509adef85cb8d61c,org.apache.hadoop.hdfs.TestBlocksScheduledCounter,testBlocksScheduledCounter
hadoop,8534e70044ebd35c80a2bdff509adef85cb8d61c,org.apache.hadoop.hdfs.TestFileCreationClient,testClientTriggeredLeaseRecovery
hadoop,8534e70044ebd35c80a2bdff509adef85cb8d61c,org.apache.hadoop.hdfs.TestFileStatus,testGetFileStatusOnNonExistantFileDir
hadoop,8534e70044ebd35c80a2bdff509adef85cb8d61c,org.apache.hadoop.hdfs.server.namenode.TestValidateConfigurationSettings,testThatMatchingRPCandHttpPortsThrowException
hadoop,8549c34917351f73fa4264b7a050edbf01442969,org.apache.hadoop.hdfs.server.namenode.TestSnapshotPathINodes,testAllowSnapshot
hadoop,85a1bd107a441b6a0057256d5b9e3a7e0d8b9f91,org.apache.hadoop.hdfs.server.namenode.TestSnapshotPathINodes,testAllowSnapshot
hadoop,85a1bd107a441b6a0057256d5b9e3a7e0d8b9f91,org.apache.hadoop.mapreduce.v2.app.TestJobEndNotifier,testNotifyRetries
hadoop,85a1bd107a441b6a0057256d5b9e3a7e0d8b9f91,org.apache.hadoop.mapreduce.v2.app.commit.TestCommitterEventHandler,testFailure
hadoop,86cc60c43b65a09f317cf75ab64e307745c213e0,org.apache.hadoop.hdfs.server.blockmanagement.TestBlocksWithNotEnoughRacks,testReduceReplFactorRespectsRackPolicy
hadoop,86cc60c43b65a09f317cf75ab64e307745c213e0,org.apache.hadoop.hdfs.server.namenode.TestSnapshotPathINodes,testAllowSnapshot
hadoop,86cc60c43b65a09f317cf75ab64e307745c213e0,org.apache.hadoop.hdfs.server.namenode.ha.TestStandbyCheckpoints,testBothNodesInStandbyState
hadoop,86cc60c43b65a09f317cf75ab64e307745c213e0,org.apache.hadoop.mapred.TestJobClient,testIsJobDirValid
hadoop,86cc60c43b65a09f317cf75ab64e307745c213e0,org.apache.hadoop.mapreduce.v2.app.TestJobEndNotifier,testNotifyRetries
hadoop,86cc60c43b65a09f317cf75ab64e307745c213e0,org.apache.hadoop.mapreduce.v2.app.commit.TestCommitterEventHandler,testFailure
hadoop,86cc60c43b65a09f317cf75ab64e307745c213e0,org.apache.hadoop.mapreduce.v2.util.TestMRApps,testSetupDistributedCacheConflictsFiles
hadoop,86cc60c43b65a09f317cf75ab64e307745c213e0,org.apache.hadoop.metrics2.impl.TestMetricsSystemImpl,testInitFirstVerifyStopInvokedImmediately
hadoop,86cc60c43b65a09f317cf75ab64e307745c213e0,org.apache.hadoop.yarn.server.resourcemanager.TestResourceTrackerService,testDecommissionWithExcludeHosts
hadoop,89e7ca6a5231a2c383e6256f04517ea1a5280352,org.apache.hadoop.hdfs.TestDecommission,testClusterStats
hadoop,89e7ca6a5231a2c383e6256f04517ea1a5280352,org.apache.hadoop.hdfs.TestDecommission,testClusterStatsFederation
hadoop,89e7ca6a5231a2c383e6256f04517ea1a5280352,org.apache.hadoop.hdfs.TestDecommission,testDecommission
hadoop,89e7ca6a5231a2c383e6256f04517ea1a5280352,org.apache.hadoop.hdfs.TestDecommission,testDecommissionFederation
hadoop,89e7ca6a5231a2c383e6256f04517ea1a5280352,org.apache.hadoop.hdfs.TestDecommission,testHostsFile
hadoop,89e7ca6a5231a2c383e6256f04517ea1a5280352,org.apache.hadoop.hdfs.TestDecommission,testHostsFileFederation
hadoop,89e7ca6a5231a2c383e6256f04517ea1a5280352,org.apache.hadoop.hdfs.TestDecommission,testRecommission
hadoop,89e7ca6a5231a2c383e6256f04517ea1a5280352,org.apache.hadoop.hdfs.TestDistributedFileSystem,testDFSClose
hadoop,89e7ca6a5231a2c383e6256f04517ea1a5280352,org.apache.hadoop.hdfs.TestDistributedFileSystem,testFileSystemCloseAll
hadoop,89e7ca6a5231a2c383e6256f04517ea1a5280352,org.apache.hadoop.hdfs.TestDistributedFileSystem,testStatistics
hadoop,89e7ca6a5231a2c383e6256f04517ea1a5280352,org.apache.hadoop.hdfs.TestLeaseRecovery2,testImmediateRecoveryOfLease
hadoop,89e7ca6a5231a2c383e6256f04517ea1a5280352,org.apache.hadoop.hdfs.TestRestartDFS,testRestartDFS
hadoop,89e7ca6a5231a2c383e6256f04517ea1a5280352,org.apache.hadoop.hdfs.security.token.block.TestBlockToken,testBlockTokenRpc
hadoop,89e7ca6a5231a2c383e6256f04517ea1a5280352,org.apache.hadoop.hdfs.security.token.block.TestBlockToken,testBlockTokenRpcLeak
hadoop,8aabd3d4e67cad8dc7e46f5339981135badc7421,org.apache.hadoop.hdfs.TestBalancerBandwidth,testBalancerBandwidth
hadoop,8aabd3d4e67cad8dc7e46f5339981135badc7421,org.apache.hadoop.hdfs.TestFileCreationClient,testClientTriggeredLeaseRecovery
hadoop,8aabd3d4e67cad8dc7e46f5339981135badc7421,org.apache.hadoop.util.TestShell,testShellCommandTimerLeak
hadoop,8cb0d4b380e0fd4437310c1dd6ef8b8995cc383d,org.apache.hadoop.hdfs.server.namenode.TestValidateConfigurationSettings,testThatMatchingRPCandHttpPortsThrowException
hadoop,8cb0d4b380e0fd4437310c1dd6ef8b8995cc383d,org.apache.hadoop.security.TestDoAsEffectiveUser,testRealUserAuthorizationSuccess
hadoop,8ebf37f3691dee523f7d800bc82c7423c3e262e9,org.apache.hadoop.yarn.server.resourcemanager.TestResourceTrackerService,testDecommissionWithExcludeHosts
hadoop,90a5dc34f7be0a92d2b644b80cf42e9307deff68,org.apache.hadoop.ha.TestZKFailoverController,testGracefulFailover
hadoop,90a5dc34f7be0a92d2b644b80cf42e9307deff68,org.apache.hadoop.hdfs.server.namenode.ha.TestRetryCacheWithHA,testCreateSymlink
hadoop,90a5dc34f7be0a92d2b644b80cf42e9307deff68,org.apache.hadoop.hdfs.server.namenode.ha.TestRetryCacheWithHA,testUpdatePipeline
hadoop,90a5dc34f7be0a92d2b644b80cf42e9307deff68,org.apache.hadoop.mapreduce.v2.app.TestKill,testKillTask
hadoop,90a5dc34f7be0a92d2b644b80cf42e9307deff68,org.apache.hadoop.mapreduce.v2.app.TestStagingCleanup,testDeletionofStagingOnKillLastTry
hadoop,90a5dc34f7be0a92d2b644b80cf42e9307deff68,org.apache.hadoop.yarn.applications.distributedshell.TestDistributedShell,testDSShell
hadoop,90a5dc34f7be0a92d2b644b80cf42e9307deff68,org.apache.hadoop.yarn.server.resourcemanager.scheduler.fair.TestFairScheduler,testContinuousScheduling
hadoop,9692cfc9ae2ac86c9a2d2b3ac9ca8f8b3bfc7c42,org.apache.hadoop.hdfs.TestDFSPermission,testImmutableFsPermission
hadoop,9692cfc9ae2ac86c9a2d2b3ac9ca8f8b3bfc7c42,org.apache.hadoop.hdfs.TestDFSPermission,testOwnership
hadoop,9692cfc9ae2ac86c9a2d2b3ac9ca8f8b3bfc7c42,org.apache.hadoop.hdfs.TestDFSPermission,testPermissionChecking
hadoop,9692cfc9ae2ac86c9a2d2b3ac9ca8f8b3bfc7c42,org.apache.hadoop.hdfs.TestDFSPermission,testPermissionSetting
hadoop,9692cfc9ae2ac86c9a2d2b3ac9ca8f8b3bfc7c42,org.apache.hadoop.hdfs.TestSetrepDecreasing,testSetrepDecreasing
hadoop,9692cfc9ae2ac86c9a2d2b3ac9ca8f8b3bfc7c42,org.apache.hadoop.hdfs.server.namenode.TestValidateConfigurationSettings,testThatMatchingRPCandHttpPortsThrowException
hadoop,977d7cc5b947682478ad7b38bd442f0efa1cd204,org.apache.hadoop.hdfs.TestFileStatus,testGetFileInfo
hadoop,977d7cc5b947682478ad7b38bd442f0efa1cd204,org.apache.hadoop.hdfs.TestMultiThreadedHflush,testHflushWhileClosing
hadoop,977d7cc5b947682478ad7b38bd442f0efa1cd204,org.apache.hadoop.hdfs.TestMultiThreadedHflush,testMultipleHflushers
hadoop,977d7cc5b947682478ad7b38bd442f0efa1cd204,org.apache.hadoop.hdfs.TestRestartDFS,testRestartDFS
hadoop,977d7cc5b947682478ad7b38bd442f0efa1cd204,org.apache.hadoop.hdfs.security.token.block.TestBlockToken,testBlockTokenRpc
hadoop,977d7cc5b947682478ad7b38bd442f0efa1cd204,org.apache.hadoop.io.TestWritableName,testAddName
hadoop,97a8ebe849b5e74f8e9452fb60e3b75d72a987ac,org.apache.hadoop.hdfs.server.namenode.TestSnapshotPathINodes,testAllowSnapshot
hadoop,97a8ebe849b5e74f8e9452fb60e3b75d72a987ac,org.apache.hadoop.hdfs.server.namenode.TestSnapshotPathINodes,testNonSnapshotPathINodes
